prod_cProd,prod_cEAN,prod_xProd,prod_NCM,prod_CEST,prod_indEscala,prod_CFOP,prod_uCom,prod_qCom,prod_vUnCom,prod_vProd,prod_cEANTrib,prod_uTrib,prod_qTrib,prod_vUnTrib,prod_indTot,prod_vDesc,prod_vFrete,prod_vOutro,prod_NumItem,ICMS_orig,ICMS_CST,ICMS_modBC,ICMS_vBC,ICMS_pICMS,ICMS_vICMS,ICMS_vICMSDeson,ICMS_vFCP,ICMS_pRedBC,ICMS_vBCSTRet,ICMS_pST,ICMS_vICMSSubstituto,PIS_CST,PIS_vBC,PIS_pPIS,PIS_vPIS,COFINS_CST,COFINS_vBC,COFINS_pCOFINS,COFINS_vCOFINS,prod_cBenef,CNPJ,xNome,emit_UF,IE,emit_cMun,xFant,enderEmit,emit_xMun,CRT,uf_dest,chNFe,cUF,cNF,natOp,mod,serie,nNF,dhEmi,tpNF,idDest,cMunFG,cDV,tpAmb,finNFe,indFinal,indPres,procEmi,verProc,vBC,vICMS,vICMSDeson,vFCP,vBCST,vST,vFCPST,vFCPSTRet,vProd,vFrete,vSeg,vDesc,vII,vIPI,vIPIDevol,vPIS,vCOFINS,vOutro,vNF
80,7898040082222,"ITA LING CALABRESA RETA BOUA 4X2,5KG - 10KG",16010000,1707700,,1102,UN,10.0,UN,175.6,,,,,,15.8,0,0,003,,020,,92.42,"19,00",17.56,0,0,,0,0.0,0.0,50,0.0,1.65,2.9,50,175.6,7.6,13.35,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
15816,7898040080877,MUSSARELA RESF FAT BOUA GO 20X150G - 3KG,04061010,1702300,,1102,"UN6,",6.0,"UN6,",280.62,,,,,,0.0,0,0,004,,000,,280.62,"12,00",33.67,0,0,,0,0.0,0.0,50,0.0,1.65,4.63,50,280.62,7.6,21.33,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
69,7898040081553,LINGUICA FGO RESF FINA 12X1 - 12KG,16010000,1707700,,1102,UN,12.0,UN,186.24,,,,,,16.76,0,0,005,,020,,98.02,"19,00",18.62,0,0,,0,0.0,0.0,50,0.0,1.65,3.07,50,186.24,7.6,14.15,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
71,7898040082017,CHICKEN CONG SEL 10X1 10 KG,16023230,1707900,,1102,UN,10.0,UN,157.8,,,,,,14.2,0,0,006,,020,,83.05,"19,00",15.78,0,0,,0,0.0,0.0,50,0.0,1.65,2.6,50,157.8,7.6,11.99,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
73,7898040082031,TIRINHAS FGO CONG SEL 10X1 10 KG,16023230,1707900,,1102,UN,10.0,UN,158.9,,,,,,14.3,0,0,007,,020,,83.63,"19,00",15.89,0,0,,0,0.0,0.0,50,0.0,1.65,2.62,50,158.9,7.6,12.08,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
57,7898040082239,PRESUNTO COZIDO RESF BOUA 7KG,16024900,1707900,,1102,KG,7.0,KG,129.43,,,,,,11.65,0,0,008,,020,,68.12,"19,00",12.94,0,0,,0,0.0,0.0,50,0.0,1.65,2.14,50,129.43,7.6,9.84,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
16294,7898040083403,COXINHA ASA CONG SEL 20 KG,02071400,1708700,,1102,KG,60.0,KG,594.0,,,,,,0.0,0,0,009,,000,,594.0,"12,00",71.28,0,0,,0,0.0,0.0,50,0.0,1.65,9.8,50,594.0,7.6,45.14,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
76,7898040080266,"PRESUNTO COZIDO RESF FAT BOUA 20X0,200 - 4KG",16024900,1707900,,1102,UN5,8.0,UN5,237.52,,,,,,21.38,0,0,010,,020,,125.01,"19,00",23.75,0,0,,0,0.0,0.0,50,0.0,1.65,3.92,50,237.52,7.6,18.05,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
87,7898040082635,BATATAS PRE-FRITAS CONG BOUA 7 X 2KG - 14KG,20041000,1709101,,1102,KG10,14.0,KG10,169.82,,,,,,15.28,0,0,011,,020,,89.38,"19,00",16.98,0,0,,0,0.0,0.0,50,0.0,1.65,2.8,50,169.82,7.6,12.91,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
6699,7898040082581,FILE DE PEITO EM BIFES CONG IQF 12X1 - 12KG,02071400,1708700,,1102,UN,24.0,UN,407.52,,,,,,0.0,0,0,012,,000,,407.52,"12,00",48.9,0,0,,0,0.0,0.0,50,0.0,1.65,6.72,50,407.52,7.6,30.97,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
25045,7898040082642,FRANGO A PASSARINHO CONG IQF 12X1 - 12KG,02071400,1708700,,1102,UN,36.0,UN,348.84,,,,,,0.0,0,0,013,,000,,348.84,"12,00",41.86,0,0,,0,0.0,0.0,50,0.0,1.65,5.76,50,348.84,7.6,26.51,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
7841,7898040082666,FILE DE PEITO CONG IQF 12X1 - 12KG,02071400,1708700,,1102,UN,24.0,UN,387.6,,,,,,0.0,0,0,014,,000,,387.6,"12,00",46.51,0,0,,0,0.0,0.0,50,0.0,1.65,6.4,50,387.6,7.6,29.46,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
8261,7898040080952,"REQUEIJAO CREM TRAD RESF COPO BOUA 12X180G - 2,16KG",04061090,1702300,,1102,"UN5,",2.16,"UN5,",67.5,,,,,,5.34,0,0,015,,020,,39.37,"12,00",4.72,0,0,,0,0.0,0.0,50,0.0,1.65,1.11,50,67.5,7.6,5.13,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
18670,7898040080884,"MUSSARELA RESF FAT BOUA 16X400G - 6,4KG",04061010,1702300,,1102,"UN2,",6.4,"UN2,",257.34,,,,,,0.0,0,0,016,,000,,257.34,"12,00",30.88,0,0,,0,0.0,0.0,50,0.0,1.65,4.25,50,257.34,7.6,19.56,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
89,7898040080785,"LINGUICA FGO C/ QUEIJO CONG CHURRASCO 20X0,800 - 16KG",16010000,1707600,,1102,"UN1,",16.0,"UN1,",244.96,,,,,,22.05,0,0,017,,020,,128.92,"19,00",24.49,0,0,,0,0.0,0.0,50,0.0,1.65,4.04,50,244.96,7.6,18.62,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
85,7898040081164,ITA SALSICHA RESFRIADA BOUA 6X3KG - 18KG,16010000,1707600,,1102,KG,54.0,KG,327.24,,,,,,29.45,0,0,018,,020,,172.23,"19,00",32.72,0,0,,0,0.0,0.0,50,0.0,1.65,5.4,50,327.24,7.6,24.87,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
79,7898040082215,"ITA LINGUICA CALABRESA BOUA 14X400G - 5,6KG",16010000,1707600,,1102,"UN2,",28.0,"UN2,",537.6,,,,,,48.39,0,0,019,,020,,282.94,"19,00",53.76,0,0,,0,0.0,0.0,50,0.0,1.65,8.87,50,537.6,7.6,40.86,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
17371,7898040081744,"MANTEIGA C/ SAL RESF BOUA 12 X 200G - 2,4KG",04051000,1702500,,1102,UN5,2.4,UN5,123.74,,,,,,6.19,0,0,020,,020,,72.18,"12,00",8.66,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
91,7898040080211,COXA/SOB RESF SEL 18 KG,02071400,1708700,,1102,KG,126.0,KG,856.8,,,,,,0.0,0,0,021,,000,,856.8,"12,00",102.82,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
74,7898040084127,FRANGO C/ MIUDOS CONG PCT 20KG,02071210,1708700,,1102,KG,140.0,KG,1022.0,,,,,,0.0,0,0,022,,000,,1022.0,"12,00",122.64,0,0,,0,0.0,0.0,71,0.0,0.0,0.0,71,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
10031,7898040080051,PEITO CONG SEL 20 KG,02071400,1708700,,1102,KG,40.0,KG,416.8,,,,,,0.0,0,0,023,,000,,416.8,"12,00",50.02,0,0,,0,0.0,0.0,50,0.0,1.65,6.88,50,416.8,7.6,31.68,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703387396000160550010121270071614170406,0,1,00,55,1,12127007,11/07/2024,0,,,,,,,,,,,"825,81",,,,,,,"7363,07","0,00","0,00","228,29",,,,"88,45","407,41","0,00","7134,78"
806,7896681900363,JAO ABACAXI 6x2 LTS,22021000,0301000,,1102,UN6,6.0,UN6,150.0,,,,,,0.0,0,0,001,,060,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240707408681000170550010001223971543808594,0,1,00,55,1,122397,09/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1250,00","0,00","0,00","0,00",,,,,,"0,00","1250,00"
804,7896681900219,JAO TUBAINA 6x2 LTS,22021000,0301000,,1102,UN6,10.0,UN6,250.0,,,,,,0.0,0,0,002,,060,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240707408681000170550010001223971543808594,0,1,00,55,1,122397,09/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1250,00","0,00","0,00","0,00",,,,,,"0,00","1250,00"
803,7896681900165,JAO LIMAO 6x2 LTS,22021000,0301000,,1102,UN6,2.0,UN6,50.0,,,,,,0.0,0,0,003,,060,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240707408681000170550010001223971543808594,0,1,00,55,1,122397,09/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1250,00","0,00","0,00","0,00",,,,,,"0,00","1250,00"
802,7896681900035,JAO COLA 6x2 LTS,22021000,0301000,,1102,UN6,8.0,UN6,200.0,,,,,,0.0,0,0,004,,060,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240707408681000170550010001223971543808594,0,1,00,55,1,122397,09/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1250,00","0,00","0,00","0,00",,,,,,"0,00","1250,00"
801,7896681900028,JAO LARANJA 6x2 LTS,22021000,0301000,,1102,UN6,8.0,UN6,200.0,,,,,,0.0,0,0,005,,060,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240707408681000170550010001223971543808594,0,1,00,55,1,122397,09/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1250,00","0,00","0,00","0,00",,,,,,"0,00","1250,00"
800,7896681900011,JAO GUARANA 6x2 LTS,22021000,0301000,,1102,UN6,16.0,UN6,400.0,,,,,,0.0,0,0,006,,060,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240707408681000170550010001223971543808594,0,1,00,55,1,122397,09/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1250,00","0,00","0,00","0,00",,,,,,"0,00","1250,00"
15593,7894900027013,COCA COLA - 2LT - * UNID *,22021000,0301001,,1102,UN,60.0,UN,510.0,,,,,,0.0,0,0,001,,060,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240733013147000175550040000007341000510018,0,1,00,55,4,734,08/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"510,00","0,00","0,00","0,00",,,,,,"0,00","510,00"
15593,7894900027013,COCA COLA - 2LT - * UNID *,22021000,0301001,,1102,UN,120.0,UN,1020.0,,,,,,0.0,0,0,001,,060,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240733013147000175550040000007331001020017,0,1,00,55,4,733,08/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1020,00","0,00","0,00","0,00",,,,,,"0,00","1020,00"
2435,8000000024350,MACA IMP CRIPPS PINK NINA T150 18KG,08081000,,,1102,KG18,3.0,KG18,480.0,,,,,,0.0,0,0,001,,240,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240714456704001583550010001681511303914276,0,1,00,55,1,168151,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1098,00","0,00","0,00","0,00",,,,,,"0,00","1098,00"
2420,8000000024206,MORANGO DF 4X1,08101000,,,1102,UN4,3.0,UN4,93.0,,,,,,0.0,0,0,002,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240714456704001583550010001681511303914276,0,1,00,55,1,168151,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1098,00","0,00","0,00","0,00",,,,,,"0,00","1098,00"
5848,8000000058485,MELAO AMARELO GAIA T12 13KG,08071900,,,1102,KG13,1.0,KG13,75.0,,,,,,0.0,0,0,003,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240714456704001583550010001681511303914276,0,1,00,55,1,168151,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1098,00","0,00","0,00","0,00",,,,,,"0,00","1098,00"
2433,8000000024336,MELAO AMARELO REI T6 10KG,08071900,,,1102,KG10,1.0,KG10,100.0,,,,,,0.0,0,0,004,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240714456704001583550010001681511303914276,0,1,00,55,1,168151,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1098,00","0,00","0,00","0,00",,,,,,"0,00","1098,00"
17747,8000000177476,UVA NAC BENITAKA NUBIA CX AZUL 10X500G 5KG,08061000,,,1102,BJ10,1.0,BJ10,70.0,,,,,,0.0,0,0,005,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240714456704001583550010001681511303914276,0,1,00,55,1,168151,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1098,00","0,00","0,00","0,00",,,,,,"0,00","1098,00"
2426,7890217661032,UVA NAC ROSADA 10X500G 5KG,08061000,,,1102,UN10,1.0,UN10,50.0,,,,,,0.0,0,0,006,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240714456704001583550010001681511303914276,0,1,00,55,1,168151,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1098,00","0,00","0,00","0,00",,,,,,"0,00","1098,00"
5722,7898672810064,UVA NAC VITORIA 10X1 5KG,08061000,,,1102,KG10,1.0,KG10,60.0,,,,,,0.0,0,0,007,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240714456704001583550010001681511303914276,0,1,00,55,1,168151,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1098,00","0,00","0,00","0,00",,,,,,"0,00","1098,00"
5866,8000000058669,PERA IMP WILLIAMS BATAGLIO T120,08083000,,,1102,KG18,1.0,KG18,170.0,,,,,,0.0,0,0,008,,240,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240714456704001583550010001681511303914276,0,1,00,55,1,168151,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1098,00","0,00","0,00","0,00",,,,,,"0,00","1098,00"
29406,7899915034919,BOB.PICOTADA SD FUNDO TIPO B DIV.MED.,84143011,2806100,,1102,UN,14.12,UN,234.39,,,,,,0.0,0,0,001,,400,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,50,0.0,1.65,3.87,50,234.39,7.6,17.81,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240704457938000196550010000160371000057958,0,1,00,55,1,16037,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"234,39","0,00","0,00","0,00",,,,,,"0,00","234,39"
2626,7898949097020,ALHO DESCASCADO AS UN 0.5 kg,07032090,,,1102,UN,20.0,UN,240.0,,,,,,0.0,0,0,001,,020,,199.99,"12,00",24.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240750114587000138550010000017011494159239,0,1,00,55,1,1701,12/07/2024,0,,,,,,,,,,,"24,00",,,,,,,"240,00","0,00","0,00","0,00",,,,,,"0,00","240,00"
2553,7896007540600,ABS INTIMUS TRIPLA PROT 08UN EXTRA SUAVE(E),96190000,2005000,,1102,UN1,24.0,UN1,68.64,,,,,,0.0,0,0,001,,020,,40.04,"12,00",4.8,0,0,,0,0.0,0.0,50,0.0,1.65,1.13,50,68.64,7.6,5.22,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240766471517002030550550000209171836862861,0,1,00,55,55,20917,10/07/2024,0,,,,,,,,,,,"73,67",,,,,,,"940,92","0,00","0,00","32,64",,,,"4,74","21,84","0,00","908,28"
6950,7896007540631,ABS INTIMUS TRIPLA PROT 08UN SECA ABAS(E),96190000,2005000,,1102,UN1,24.0,UN1,68.64,,,,,,0.0,0,0,002,,020,,40.04,"12,00",4.8,0,0,,0,0.0,0.0,50,0.0,1.65,1.13,50,68.64,7.6,5.22,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240766471517002030550550000209171836862861,0,1,00,55,55,20917,10/07/2024,0,,,,,,,,,,,"73,67",,,,,,,"940,92","0,00","0,00","32,64",,,,"4,74","21,84","0,00","908,28"
935,7896007545094,ABS INTIMUS TRIPLA PROT 16UN EXTRA SUAVE ABAS(E),96190000,2005000,,1102,UN,30.0,UN,150.0,,,,,,0.0,0,0,003,,020,,87.5,"12,00",10.5,0,0,,0,0.0,0.0,50,0.0,1.65,2.48,50,150.0,7.6,11.4,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240766471517002030550550000209171836862861,0,1,00,55,55,20917,10/07/2024,0,,,,,,,,,,,"73,67",,,,,,,"940,92","0,00","0,00","32,64",,,,"4,74","21,84","0,00","908,28"
